,Accession,Submitters,Species,Geo_Location,Isolation_Source,Collection_Date,date,dayofyear,week,lat,long,lengthofday
0,NC_001802,"Martoglio,B., Graf,R., Dobberstein,B., Petropoulos,C.J., Chappey,C.",Human immunodeficiency virus 1,,,,,,,46.3144754,11.0480288,
1,MZ159978,"Zhu,G.",Human immunodeficiency virus 1,China,,2018,2018-01-01,1.0,1,35.000074,104.999927,10.774427715210706
2,MZ159979,"Zhu,G.",Human immunodeficiency virus 1,China,,2018,2018-01-01,1.0,1,35.000074,104.999927,10.774427715210706
3,MZ076687,"Zhu,B.",Human immunodeficiency virus 1,China,,2014-03-18,2014-03-18,77.0,12,35.000074,104.999927,12.782077919085328
4,MZ076688,"Zhu,B.",Human immunodeficiency virus 1,China,,2014-08-04,2014-08-04,216.0,32,35.000074,104.999927,14.766032607614592
5,MZ076689,"Zhu,B.",Human immunodeficiency virus 1,China,,2015-06-11,2015-06-11,162.0,24,35.000074,104.999927,15.445210670229143
6,MW693026,"Lan,Y., Cai,W., Hu,F., Li,L., Cai,X.",Human immunodeficiency virus 1,China,,2018,2018-01-01,1.0,1,35.000074,104.999927,10.774427715210706
7,MW693027,"Lan,Y., Cai,W., Hu,F., Li,L., Cai,X.",Human immunodeficiency virus 1,China,,2018,2018-01-01,1.0,1,35.000074,104.999927,10.774427715210706
8,OM025084,"Xing,Y., Wang,L., Li,Y., Wang,Y., Han,L., Huang,G., Han,J., Zhang,W., Jia,L., Liu,Y., Wang,X., Li,T., Li,J., Yang,L., Qu,X., Dai,E., Li,H., Li,L., Ying,X.",Human immunodeficiency virus 1,China,,2020,2020-01-01,1.0,1,35.000074,104.999927,10.774427715210706
9,OM025085,"Xing,Y., Wang,L., Li,Y., Wang,Y., Han,L., Huang,G., Han,J., Zhang,W., Jia,L., Liu,Y., Wang,X., Li,T., Li,J., Yang,L., Qu,X., Dai,E., Li,H., Li,L., Ying,X.",Human immunodeficiency virus 1,China,,2020,2020-01-01,1.0,1,35.000074,104.999927,10.774427715210706
10,OM025086,"Xing,Y., Wang,L., Li,Y., Wang,Y., Han,L., Huang,G., Han,J., Zhang,W., Jia,L., Liu,Y., Wang,X., Li,T., Li,J., Yang,L., Qu,X., Dai,E., Li,H., Li,L., Ying,X.",Human immunodeficiency virus 1,China,,2020,2020-01-01,1.0,1,35.000074,104.999927,10.774427715210706
11,OL982312,"Canada,J.E., Delgado,E., Gil,H., Benito,S., Sanchez,M., Ocampo,A., Perez-Castro,S., Miralles,C., Garcia-Bodas,E., Marino,A., Ordonez,P., Gude,M.J., Ezpeleta,C., Thomson,M.M., Canada,J., Thomson,M.",Human immunodeficiency virus 1,Spain,blood,2011,2011-01-01,1.0,52,39.3260685,-4.8379791,10.443705752392082
12,OL982314,"Canada,J.E., Delgado,E., Gil,H., Benito,S., Sanchez,M., Ocampo,A., Perez-Castro,S., Miralles,C., Garcia-Bodas,E., Marino,A., Ordonez,P., Gude,M.J., Ezpeleta,C., Thomson,M.M., Canada,J., Thomson,M.",Human immunodeficiency virus 1,Spain,blood,2018,2018-01-01,1.0,1,39.3260685,-4.8379791,10.443705752392082
13,OL982321,"Canada,J.E., Delgado,E., Gil,H., Benito,S., Sanchez,M., Ocampo,A., Perez-Castro,S., Miralles,C., Garcia-Bodas,E., Marino,A., Ordonez,P., Gude,M.J., Ezpeleta,C., Thomson,M.M., Canada,J., Thomson,M.",Human immunodeficiency virus 1,Spain,blood,2012,2012-01-01,1.0,52,39.3260685,-4.8379791,10.443705752392082
14,OM974704,"Zhang,X.",Human immunodeficiency virus 1,,,,,,,46.3144754,11.0480288,
15,MZ868394,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
16,MZ868395,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
17,MZ868397,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
18,MZ868402,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
19,MZ868413,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
20,MZ868415,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
21,MZ868416,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
22,MZ868421,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
23,MZ868423,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
24,MZ868428,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
25,MZ868429,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
26,MZ868430,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
27,MZ868438,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
28,MZ868442,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
29,MZ868454,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
30,MZ868458,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
31,MZ868460,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
32,MZ868461,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
33,MZ868462,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
34,MZ868464,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
35,MZ868465,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
36,MZ868467,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
37,MZ868468,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
38,MZ868469,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
39,MZ868470,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
40,MZ868471,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
41,MZ868473,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
42,MZ868474,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
43,MZ868487,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
44,MZ868491,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
45,MZ868492,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
46,MZ868493,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
47,MZ868494,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
48,MZ868495,"Joseph,K.W., Joseph,K.",Human immunodeficiency virus 1,USA,,,,,,39.7837304,-100.445882,
49,ON054291,"Xiao,M., Feng,Y., Gao,L., Yang,C., Liu,J., He,M., Li,J., Zhang,M., Dong,X., Xia,X.",Human immunodeficiency virus 1,China,,2018-10,2018-10-01,274.0,40,35.000074,104.999927,12.634862457327143
50,ON054292,"Xiao,M., Feng,Y., Gao,L., Yang,C., Liu,J., He,M., Li,J., Zhang,M., Dong,X., Xia,X.",Human immunodeficiency virus 1,China,,2018-09,2018-09-01,244.0,35,35.000074,104.999927,13.775583938884875
51,ON054293,"Xiao,M., Feng,Y., Gao,L., Yang,C., Liu,J., He,M., Li,J., Zhang,M., Dong,X., Xia,X.",Human immunodeficiency virus 1,China,,2018-08,2018-08-01,213.0,31,35.000074,104.999927,14.857458215963199
52,ON054294,"Xiao,M., Feng,Y., Gao,L., Yang,C., Liu,J., He,M., Li,J., Zhang,M., Dong,X., Xia,X.",Human immunodeficiency virus 1,China,,2018-03,2018-03-01,60.0,9,35.000074,104.999927,12.164991164833578
53,OK283056,"Topcu,C., Georgiou,V., Rodosthenous,J.H., Foley,B.T., Kostrikis,L.G.",Human immunodeficiency virus 1,Cyprus,,2018-01-18,2018-01-18,18.0,3,34.9823018,33.1451285,10.99567516505683
54,OK283057,"Topcu,C., Georgiou,V., Rodosthenous,J.H., Foley,B.T., Kostrikis,L.G.",Human immunodeficiency virus 1,Cyprus,,2018-05-03,2018-05-03,123.0,18,34.9823018,33.1451285,14.501287023648397
55,OK283058,"Topcu,C., Georgiou,V., Rodosthenous,J.H., Foley,B.T., Kostrikis,L.G.",Human immunodeficiency virus 1,Cyprus,,2018-07-05,2018-07-05,186.0,27,34.9823018,33.1451285,15.433018546809796
56,OK283059,"Topcu,C., Georgiou,V., Rodosthenous,J.H., Foley,B.T., Kostrikis,L.G.",Human immunodeficiency virus 1,Cyprus,,2019-06-06,2019-06-06,157.0,23,34.9823018,33.1451285,15.38056206208358
57,OK283060,"Topcu,C., Georgiou,V., Rodosthenous,J.H., Foley,B.T., Kostrikis,L.G.",Human immunodeficiency virus 1,Cyprus,,2019-07-25,2019-07-25,206.0,30,34.9823018,33.1451285,15.051581243477571
58,OK283061,"Topcu,C., Georgiou,V., Rodosthenous,J.H., Foley,B.T., Kostrikis,L.G.",Human immunodeficiency virus 1,Cyprus,,2019-09-19,2019-09-19,262.0,38,34.9823018,33.1451285,13.086593453137958
59,OK283062,"Topcu,C., Georgiou,V., Rodosthenous,J.H., Foley,B.T., Kostrikis,L.G.",Human immunodeficiency virus 1,Cyprus,,2019-10-24,2019-10-24,297.0,43,34.9823018,33.1451285,11.831335920513421
60,OK283063,"Topcu,C., Georgiou,V., Rodosthenous,J.H., Foley,B.T., Kostrikis,L.G.",Human immunodeficiency virus 1,Cyprus,,2020-02-27,2020-02-27,58.0,9,34.9823018,33.1451285,12.09623556680434
61,OK283064,"Topcu,C., Georgiou,V., Rodosthenous,J.H., Foley,B.T., Kostrikis,L.G.",Human immunodeficiency virus 1,Cyprus,,2020-05-14,2020-05-14,135.0,20,34.9823018,33.1451285,14.88399590371496
62,OL872744,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
63,OL872745,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
64,OL872746,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
65,OL872747,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
66,OL872748,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
67,OL872749,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
68,OL872750,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
69,OL872751,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2013,2013-01-01,1.0,1,39.7837304,-100.445882,10.40658618864641
70,OL872752,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2013,2013-01-01,1.0,1,39.7837304,-100.445882,10.40658618864641
71,OL872753,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2013,2013-01-01,1.0,1,39.7837304,-100.445882,10.40658618864641
72,OL872757,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
73,OL872783,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
74,OL872807,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
75,OL872811,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
76,OL872822,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
77,OL872850,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
78,OL872862,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
79,OL872881,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
80,OL872899,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
81,OL872900,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
82,OL872906,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
83,OL872908,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
84,OL872912,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
85,OL872973,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
86,OL872976,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
87,OL873002,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
88,OL873004,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2012,2012-01-01,1.0,52,39.7837304,-100.445882,10.40658618864641
89,OL873070,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2013,2013-01-01,1.0,1,39.7837304,-100.445882,10.40658618864641
90,OL873073,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2013,2013-01-01,1.0,1,39.7837304,-100.445882,10.40658618864641
91,OL873075,"Duette,G., Hiener,B., Morgan,H., Mazur,F., Mathivanan,V., Horsburgh,B., Fisher,K., Tong,O., Lee,E., Ahn,H., Shaik,A., Fromentin,R., Hoh,R., Bacchus-Souffan,C., Nasr,N., Cunningham,A., Hunt,P., Chomont,N., Turville,S., Deeks,S., Kelleher,A., Schlub,T., Palmer,S.",Human immunodeficiency virus 1,USA,,2013,2013-01-01,1.0,1,39.7837304,-100.445882,10.40658618864641
92,MW728360,"Ying,X.",Human immunodeficiency virus 1,China,,2020,2020-01-01,1.0,1,35.000074,104.999927,10.774427715210706
93,MW728361,"Ying,X.",Human immunodeficiency virus 1,China,,2020,2020-01-01,1.0,1,35.000074,104.999927,10.774427715210706
94,MW728362,"Ying,X.",Human immunodeficiency virus 1,China,,2020,2020-01-01,1.0,1,35.000074,104.999927,10.774427715210706
95,MW728363,"Ying,X.",Human immunodeficiency virus 1,China,,2020,2020-01-01,1.0,1,35.000074,104.999927,10.774427715210706
96,OM824550,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2011,2011-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
97,OM824551,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2011,2011-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
98,OM824552,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2011,2011-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
99,OM824553,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2011,2011-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
100,OM824554,"Lewitus,E., Townsley,S.M., Li,Y., Donofrio,G.C., Dearlove,B.L., Bai,H., Sanders-Buell,E., O'Sullivan,A.M., Bose,M., Kibuuka,H., Maganga,L., Nitayaphan,S., Sawe,F.K., Eller,L.A., Michael,N.L., Polonis,V., Ake,J.A., Vasan,S., Robb,M.L., Tovanabutra,S., Krebs,S.J., Rolland,M.",Human immunodeficiency virus 1,Uganda,blood,2011,2011-01-01,1.0,52,1.5333554,32.2166578,12.783292118751895
