,Accession,Submitters,Species,Geo_Location,Isolation_Source,Collection_Date,date,dayofyear,week,lat,long,lengthofday
9481,MN611464,"Katusiime,M.G.K., Halvas,E.K., Wright,I., Joseph,K., Bale,M.J., Kirby-McCullough,B., Engelbrecht,S., Shao,W., Hu,W.-S., Cotton,M.F., Mellors,J.W., Kearney,M.F., Van Zyl,G.U., Katusiime,M.G., Halvas,E., Bale,M., Cotton,M., Mellors,J., Kearney,M., Van Zyl,G.",Human immunodeficiency virus 1,South Africa,,2014-12-18,2014-12-18,352.0,51,-28.8166236,24.991639,14.879398714301388
9482,MN611466,"Katusiime,M.G.K., Halvas,E.K., Wright,I., Joseph,K., Bale,M.J., Kirby-McCullough,B., Engelbrecht,S., Shao,W., Hu,W.-S., Cotton,M.F., Mellors,J.W., Kearney,M.F., Van Zyl,G.U., Katusiime,M.G., Halvas,E., Bale,M., Cotton,M., Mellors,J., Kearney,M., Van Zyl,G.",Human immunodeficiency virus 1,South Africa,,2014-12-05,2014-12-05,339.0,49,-28.8166236,24.991639,14.783274959117666
9483,MN611467,"Katusiime,M.G.K., Halvas,E.K., Wright,I., Joseph,K., Bale,M.J., Kirby-McCullough,B., Engelbrecht,S., Shao,W., Hu,W.-S., Cotton,M.F., Mellors,J.W., Kearney,M.F., Van Zyl,G.U., Katusiime,M.G., Halvas,E., Bale,M., Cotton,M., Mellors,J., Kearney,M., Van Zyl,G.",Human immunodeficiency virus 1,South Africa,,2015-06-15,2015-06-15,166.0,25,-28.8166236,24.991639,11.185383961892127
9484,MN611468,"Katusiime,M.G.K., Halvas,E.K., Wright,I., Joseph,K., Bale,M.J., Kirby-McCullough,B., Engelbrecht,S., Shao,W., Hu,W.-S., Cotton,M.F., Mellors,J.W., Kearney,M.F., Van Zyl,G.U., Katusiime,M.G., Halvas,E., Bale,M., Cotton,M., Mellors,J., Kearney,M., Van Zyl,G.",Human immunodeficiency virus 1,South Africa,,2015-06-15,2015-06-15,166.0,25,-28.8166236,24.991639,11.185383961892127
9485,MN654104,"Li,Y., Zhang,Y., Wang,H., Liu,L., Chen,H., Zhang,S., Wu,W., Yang,R., Yang,L.",Human immunodeficiency virus 1,China,blood,2018-11-19,2018-11-19,323.0,47,35.000074,104.999927,11.115722119137697
9486,MN654105,"Li,Y., Zhang,Y., Wang,H., Liu,L., Chen,H., Zhang,S., Wu,W., Yang,R., Yang,L.",Human immunodeficiency virus 1,China,blood,2018-11-19,2018-11-19,323.0,47,35.000074,104.999927,11.115722119137697
9487,MN654106,"Li,Y., Zhang,Y., Wang,H., Liu,L., Chen,H., Zhang,S., Wu,W., Yang,R., Yang,L.",Human immunodeficiency virus 1,China,blood,2019-03-11,2019-03-11,70.0,11,35.000074,104.999927,12.522514102329078
9488,MN654107,"Li,Y., Zhang,Y., Wang,H., Liu,L., Chen,H., Zhang,S., Wu,W., Yang,R., Yang,L.",Human immunodeficiency virus 1,China,blood,2019-03-11,2019-03-11,70.0,11,35.000074,104.999927,12.522514102329078
9489,MN654108,"Li,Y., Zhang,Y., Wang,H., Liu,L., Chen,H., Zhang,S., Wu,W., Yang,R., Yang,L.",Human immunodeficiency virus 1,China,blood,2019-03-11,2019-03-11,70.0,11,35.000074,104.999927,12.522514102329078
9490,MN654109,"Li,Y., Zhang,Y., Wang,H., Liu,L., Chen,H., Zhang,S., Wu,W., Yang,R., Yang,L.",Human immunodeficiency virus 1,China,blood,2019-03-18,2019-03-18,77.0,12,35.000074,104.999927,12.782077919085328
9491,MN659380,"Zhang,M.",Human immunodeficiency virus 1,China: Shaanxi,,2018-07-30,2018-07-30,211.0,31,35.8894105,109.1357285,14.993875518976633
9492,MN659381,"Zhang,M.",Human immunodeficiency virus 1,China: Shaanxi,,2018-04-19,2018-04-19,109.0,16,35.8894105,109.1357285,14.045115464462533
9493,MN271384,"Yamaguchi,J., McArthur,C., Vallari,A., Sthreshley,L., Cloherty,G.A., Berg,M.G., Rodgers,M.A., Cloherty,G.",Human immunodeficiency virus 1,Democratic Republic of the Congo,,2001-05-15,2001-05-15,135.0,20,-2.9814344,23.8222636,12.711785510977855
9494,MK303347,"Ueda,S., Witaningrum,A.M., Khairunisa,S.Q., Kotaki,T., Motomura,K., Nasronudin, Kameoka,M.",Human immunodeficiency virus 1,Indonesia,,2014,2014-01-01,1.0,1,-2.4833826,117.8902853,13.013897336755788
9495,MK303348,"Ueda,S., Witaningrum,A.M., Khairunisa,S.Q., Kotaki,T., Motomura,K., Nasronudin, Kameoka,M.",Human immunodeficiency virus 1,Indonesia,,2014,2014-01-01,1.0,1,-2.4833826,117.8902853,13.013897336755788
9496,MK303349,"Ueda,S., Witaningrum,A.M., Khairunisa,S.Q., Kotaki,T., Motomura,K., Nasronudin, Kameoka,M.",Human immunodeficiency virus 1,Indonesia,,2014,2014-01-01,1.0,1,-2.4833826,117.8902853,13.013897336755788
9497,MK303350,"Ueda,S., Witaningrum,A.M., Khairunisa,S.Q., Kotaki,T., Motomura,K., Nasronudin, Kameoka,M.",Human immunodeficiency virus 1,Indonesia,,2014,2014-01-01,1.0,1,-2.4833826,117.8902853,13.013897336755788
9498,MK303351,"Ueda,S., Witaningrum,A.M., Khairunisa,S.Q., Kotaki,T., Motomura,K., Nasronudin, Kameoka,M.",Human immunodeficiency virus 1,Indonesia,,2014,2014-01-01,1.0,1,-2.4833826,117.8902853,13.013897336755788
9499,MK303352,"Ueda,S., Witaningrum,A.M., Khairunisa,S.Q., Kotaki,T., Motomura,K., Nasronudin, Kameoka,M.",Human immunodeficiency virus 1,Indonesia,,2014,2014-01-01,1.0,1,-2.4833826,117.8902853,13.013897336755788
9500,MK303353,"Ueda,S., Witaningrum,A.M., Khairunisa,S.Q., Kotaki,T., Motomura,K., Nasronudin, Kameoka,M.",Human immunodeficiency virus 1,Indonesia,,2014,2014-01-01,1.0,1,-2.4833826,117.8902853,13.013897336755788
9501,MK303354,"Ueda,S., Witaningrum,A.M., Khairunisa,S.Q., Kotaki,T., Motomura,K., Nasronudin, Kameoka,M.",Human immunodeficiency virus 1,Indonesia,,2014,2014-01-01,1.0,1,-2.4833826,117.8902853,13.013897336755788
9502,MK303355,"Ueda,S., Witaningrum,A.M., Khairunisa,S.Q., Kotaki,T., Motomura,K., Nasronudin, Kameoka,M.",Human immunodeficiency virus 1,Indonesia,,2016,2016-01-01,1.0,53,-2.4833826,117.8902853,13.013897336755788
9503,MN043576,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1991-07,1991-07-01,182.0,27,36.638392,127.6961188,15.657202083746402
9504,MN043577,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1991-07,1991-07-01,182.0,27,36.638392,127.6961188,15.657202083746402
9505,MN043579,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1992-03,1992-03-01,61.0,9,36.638392,127.6961188,12.171609867298546
9506,MN043580,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1993-02,1993-02-01,32.0,5,36.638392,127.6961188,11.218215535787042
9507,MN043581,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1993-02,1993-02-01,32.0,5,36.638392,127.6961188,11.218215535787042
9508,MN043582,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1992-06,1992-06-01,153.0,23,36.638392,127.6961188,15.490547714351191
9509,MN043583,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1993-05,1993-05-01,121.0,17,36.638392,127.6961188,14.546620077852097
9510,MN043584,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1992-04,1992-04-01,92.0,14,36.638392,127.6961188,13.39690683065887
9511,MN043585,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1992-03,1992-03-01,61.0,9,36.638392,127.6961188,12.171609867298546
9512,MN043586,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1993-03,1993-03-01,60.0,9,36.638392,127.6961188,12.13451261180468
9513,MN043587,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1992-12,1992-12-01,336.0,49,36.638392,127.6961188,10.767935176001389
9514,MN043588,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1992-10,1992-10-01,275.0,40,36.638392,127.6961188,12.594636176656131
9515,MN043589,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1992-12,1992-12-01,336.0,49,36.638392,127.6961188,10.767935176001389
9516,MN043590,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,,2000-12,2000-12-01,336.0,48,36.638392,127.6961188,10.767935176001389
9517,MN043591,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,,1992-10,1992-10-01,275.0,40,36.638392,127.6961188,12.594636176656131
9518,MN043592,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1993-01,1993-01-01,1.0,53,36.638392,127.6961188,10.653149122487356
9519,MN043593,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1993-05,1993-05-01,121.0,17,36.638392,127.6961188,14.546620077852097
9520,MN043594,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1993-05,1993-05-01,121.0,17,36.638392,127.6961188,14.546620077852097
9521,MN043595,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1993-09,1993-09-01,244.0,35,36.638392,127.6961188,13.846199184377463
9522,MN043596,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1992-11,1992-11-01,306.0,44,36.638392,127.6961188,11.483531977828738
9523,MN043597,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1992-05,1992-05-01,122.0,18,36.638392,127.6961188,14.583501350967722
9524,MN043598,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1992-06,1992-06-01,153.0,23,36.638392,127.6961188,15.490547714351191
9525,MN043599,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1992-05,1992-05-01,122.0,18,36.638392,127.6961188,14.583501350967722
9526,MN043600,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,,2003-10,2003-10-01,274.0,40,36.638392,127.6961188,12.633919901929389
9527,MN043601,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,,2002-08,2002-08-01,213.0,31,36.638392,127.6961188,14.99872297306712
9528,MN043602,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,,2002-10,2002-10-01,274.0,40,36.638392,127.6961188,12.633919901929389
9529,MN043603,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,,2002-10,2002-10-01,274.0,40,36.638392,127.6961188,12.633919901929389
9530,MN043604,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,blood,1992-03,1992-03-01,61.0,9,36.638392,127.6961188,12.171609867298546
9531,MN043605,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,,2007-10,2007-10-01,274.0,40,36.638392,127.6961188,12.633919901929389
9532,MN043606,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,,2003-10,2003-10-01,274.0,40,36.638392,127.6961188,12.633919901929389
9533,MN043607,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,,2002-11,2002-11-01,305.0,44,36.638392,127.6961188,11.514936540079757
9534,MN055644,"Jiang,J., Liang,B., Li,K., Yang,Y., Ning,C., Zhang,F., Wei,Q., Liang,H., Ye,L.",Human immunodeficiency virus 1,,,,,,,46.3144754,11.0480288,
9535,MN055643,"Casado,C., Pernas,M., Olivares,I., Lopez-Galindez,C.",Human immunodeficiency virus 1,Spain,,2017-03,2017-03-01,60.0,9,39.3260685,-4.8379791,12.083434027923598
9536,MN067222,"Zhou,J.",Human immunodeficiency virus 1,China,,2018-08-09,2018-08-09,221.0,32,35.000074,104.999927,14.605186104232667
9537,MN067223,"Zhou,J.",Human immunodeficiency virus 1,China,,2018-08-09,2018-08-09,221.0,32,35.000074,104.999927,14.605186104232667
9538,MN067224,"Zhou,J.",Human immunodeficiency virus 1,China,,2018-08-09,2018-08-09,221.0,32,35.000074,104.999927,14.605186104232667
9539,MN067522,"Wei,Q., Wei#,Q.",Human immunodeficiency virus 1,China,,2018-12-19,2018-12-19,353.0,51,35.000074,104.999927,10.741173318578376
9540,MK871374,"Cho,Y.-K.",Human immunodeficiency virus 1,South Korea,,2013-07,2013-07-01,182.0,27,36.638392,127.6961188,15.657202083746402
9541,MN124512,"Ge,Z.",Human immunodeficiency virus 1,China,,2018-01-17,2018-01-17,17.0,3,35.000074,104.999927,10.976524655361562
9542,MN187300,"Ogawa,S., Hachiya,A., Hosaka,M., Matsuda,M., Ode,H., Shigemi,U., Okazaki,R., Sadamasu,K., Nagashima,M., Toyokawa,T., Tateyama,M., Tanaka,Y., Sugiura,W., Yokomaku,Y., Iwatani,Y.",Human immunodeficiency virus 1,Japan,,2011,2011-01-01,1.0,52,36.5748441,139.2394179,10.657937687884136
9543,MN187301,"Ogawa,S., Hachiya,A., Hosaka,M., Matsuda,M., Ode,H., Shigemi,U., Okazaki,R., Sadamasu,K., Nagashima,M., Toyokawa,T., Tateyama,M., Tanaka,Y., Sugiura,W., Yokomaku,Y., Iwatani,Y.",Human immunodeficiency virus 1,Japan,,2013,2013-01-01,1.0,1,36.5748441,139.2394179,10.657937687884136
9544,MN187302,"Ogawa,S., Hachiya,A., Hosaka,M., Matsuda,M., Ode,H., Shigemi,U., Okazaki,R., Sadamasu,K., Nagashima,M., Toyokawa,T., Tateyama,M., Tanaka,Y., Sugiura,W., Yokomaku,Y., Iwatani,Y.",Human immunodeficiency virus 1,Japan,,2013,2013-01-01,1.0,1,36.5748441,139.2394179,10.657937687884136
9545,MN187303,"Ogawa,S., Hachiya,A., Hosaka,M., Matsuda,M., Ode,H., Shigemi,U., Okazaki,R., Sadamasu,K., Nagashima,M., Toyokawa,T., Tateyama,M., Tanaka,Y., Sugiura,W., Yokomaku,Y., Iwatani,Y.",Human immunodeficiency virus 1,Japan,,2012,2012-01-01,1.0,52,36.5748441,139.2394179,10.657937687884136
9546,MN202471,"Thans,T.V.S., Akko,J.I., Niehrs,A., Garcia-Beltran,W.F., Richert,L., Sturzel,C.M., Ford,C.T., Li,H., Ochsenbauer,C., Kappes,J.C., Hahn,B.H., Kirchhoff,F., Martrus,G., Sauter,D., Altfeld,M., Holzemer,A., Ding,H.",Human immunodeficiency virus 1,South Africa,,2007-03-23,2007-03-23,82.0,12,-28.8166236,24.991639,12.920304246702052
9547,MN202472,"Thans,T.V.S., Akko,J.I., Niehrs,A., Garcia-Beltran,W.F., Richert,L., Sturzel,C.M., Ford,C.T., Li,H., Ochsenbauer,C., Kappes,J.C., Hahn,B.H., Kirchhoff,F., Martrus,G., Sauter,D., Altfeld,M., Holzemer,A., Ding,H.",Human immunodeficiency virus 1,South Africa,,2007-08-13,2007-08-13,225.0,33,-28.8166236,24.991639,11.829809913463963
9548,MH715978,"Hao,M.",Human immunodeficiency virus 1,China,,2015-09-15,2015-09-15,258.0,38,35.000074,104.999927,13.23984416513102
9549,MK984159,"Zyryanova,D., Totmenin,A., Bogacheva,N., Gashnikova,N.",Human immunodeficiency virus 1,Russia,,2018,2018-01-01,1.0,1,64.6863136,97.7453061,6.739434175228725
9550,MK984160,"Zyryanova,D., Totmenin,A., Bogacheva,N., Gashnikova,N.",Human immunodeficiency virus 1,Russia,,2017,2017-01-01,1.0,52,64.6863136,97.7453061,6.739434175228725
9551,MN097575,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-02-11,2016-02-11,42.0,6,-28.8166236,24.991639,14.092651781228678
9552,MN097551,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-06-22,2016-06-22,174.0,25,-28.8166236,24.991639,11.169754618765117
9553,MN097552,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-06-22,2016-06-22,174.0,25,-28.8166236,24.991639,11.169754618765117
9554,MN097553,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-06-22,2016-06-22,174.0,25,-28.8166236,24.991639,11.169754618765117
9555,MN097554,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-06-22,2016-06-22,174.0,25,-28.8166236,24.991639,11.169754618765117
9556,MN097555,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-06-22,2016-06-22,174.0,25,-28.8166236,24.991639,11.169754618765117
9557,MN097556,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-06-22,2016-06-22,174.0,25,-28.8166236,24.991639,11.169754618765117
9558,MN097557,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-06-22,2016-06-22,174.0,25,-28.8166236,24.991639,11.169754618765117
9559,MN097558,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-06-22,2016-06-22,174.0,25,-28.8166236,24.991639,11.169754618765117
9560,MN097559,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-06-22,2016-06-22,174.0,25,-28.8166236,24.991639,11.169754618765117
9561,MN097560,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-06-22,2016-06-22,174.0,25,-28.8166236,24.991639,11.169754618765117
9562,MN097561,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-06-22,2016-06-22,174.0,25,-28.8166236,24.991639,11.169754618765117
9563,MN097562,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-06-22,2016-06-22,174.0,25,-28.8166236,24.991639,11.169754618765117
9564,MN097563,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-02-11,2016-02-11,42.0,6,-28.8166236,24.991639,14.092651781228678
9565,MN097564,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-02-11,2016-02-11,42.0,6,-28.8166236,24.991639,14.092651781228678
9566,MN097565,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-02-11,2016-02-11,42.0,6,-28.8166236,24.991639,14.092651781228678
9567,MN097566,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-02-11,2016-02-11,42.0,6,-28.8166236,24.991639,14.092651781228678
9568,MN097567,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-02-11,2016-02-11,42.0,6,-28.8166236,24.991639,14.092651781228678
9569,MN097568,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-02-11,2016-02-11,42.0,6,-28.8166236,24.991639,14.092651781228678
9570,MN097569,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-02-11,2016-02-11,42.0,6,-28.8166236,24.991639,14.092651781228678
9571,MN097570,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-02-11,2016-02-11,42.0,6,-28.8166236,24.991639,14.092651781228678
9572,MN097571,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-02-11,2016-02-11,42.0,6,-28.8166236,24.991639,14.092651781228678
9573,MN097572,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-02-11,2016-02-11,42.0,6,-28.8166236,24.991639,14.092651781228678
9574,MN097573,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-02-11,2016-02-11,42.0,6,-28.8166236,24.991639,14.092651781228678
9575,MN097574,"Abrahams,M.-R., Joseph,S.B., Garrett,N., Tyers,L., Moeser,M.J., Archin,N., Council,O.D., Matten,D., Zhou,S., Doolabh,D., Anthony,C., Goonetilleke,N., Karim,S.A., Margolis,D.M., Pond,S.K., Williamson,C., Swanstrom,R., Joseph,S., Moeser,M., Council,O., Karim,S., Margolis,D., Pond,S.",Human immunodeficiency virus 1,South Africa,,2016-02-11,2016-02-11,42.0,6,-28.8166236,24.991639,14.092651781228678
